-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |             Rel. |    Aki     | Acc. |        Ei           Ek        |             Lower level              |              Upper level              |  gi   gk  |Type|            TP  |           Line  |
     Wavelength     |             Int. |   (s^-1)   |      |      (cm-1)       (cm-1)      |--------------------------------------|---------------------------------------|           |    |           Ref. |           Ref.  |
      Air (nm)      |                  |            |      |                               | Conf.                 | Term  | J    | Conf.                 | Term   | J    |           |    |                |                 |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel             |    Aki     | Acc  |              Ei - Ek          | L Conf                |L Term | L J  | U Conf                |U Term  | U J  |   gi - gk |Type|    	  TP    |        Line     |
         771.14381  |              150 |            |      |   44446.9051  -    57411.086  | 3d6.(5D).4p           | z 4D* | 7/2  | 3d5.4s2               | d 4P   | 5/2  |   8 - 6   |    |                |     L18349c139  |
         771.17219  |               90 | 4.9e+04    | C+   |   31483.1979  -    44446.9051 | 3d6.(3D).4s           | b 4D  | 7/2  | 3d6.(5D).4p           | z 4D*  | 7/2  |   8 - 8   |    |          T7589 |     L18349c139  |
         771.3276   |              2.6 |            |      |   92329.905   -   105291.014  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 5/2  | 3d6.(3F2).4d          | 4G     | 7/2  |   6 - 8   |    |                |     L18349c139  |
         771.52089  |              110 |            |      |   26055.4120  -    39013.2160 | 3d6.(3G).4s           | a 4G  | 5/2  | 3d6.(5D).4p           | z 6D*  | 3/2  |   6 - 4   |    |                |     L18349c145  |
         771.62060  |                9 | 1.0e+06    | D+   |   92274.123   -   105230.291  | 3d6.(3P1).4p          | 4P*   | 5/2  | 3d6.(5D).5d           | 4D     | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c139  |
         771.85066  |              230 | 9.2e+06    | B+   |   91167.936   -   104120.244  | 3d6.(5D).5p           | w 6P* | 7/2  | 3d6.(5D).5d           | 6P     | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         772.1364   |                5 | 7.2e+05    | D+   |   91915.570   -   104863.080  | 3d5.(4D).4s.4p.(3P*)  | 6F*   | 3/2  | 3d6.(5D).5d           | 6P     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         772.58489  |               10 | 3.7e+06    | C+   |   91167.936   -   104107.939  | 3d6.(5D).5p           | w 6P* | 7/2  | 3d6.(3P2).4d          | 4F     | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         773.0681   |              2.5 | 9.e+04     | D    |   91575.149   -   104507.058  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(3H).4d           | 4F     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         773.1036   |              2.6 |            |      |  111651.055   -   124582.373  | 3d5.(4G).4s.(5G).4p   | 4H*   | 13/2 | 3d6.(3H).5d           | 2K     | 15/2 |  14 - 16  |    |                |     L18349c139  |
         773.16888  |    310bl(Fe II)* |            |      |   91070.566   -   104000.810  | 3d6.(5D).5p           | 4F*   | 5/2  | 3d6.(5D).5d           | 6P     | 7/2  |   6 - 8   |    |                |     L18349c148  |
         773.16888  |    310bl(Fe II)* | 1.09e+07   | B+   |   78237.709   -    91167.936  | 3d6.(5D).5s           | e 6D  | 7/2  | 3d6.(5D).5p           | w 6P*  | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c148  |
         773.26552  |               20 | 1.42e+06   | C+   |   92282.470   -   105211.079  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 7/2  | 3d6.(5D).5d           | 4G     | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         773.57981  |               12 |            |      |   92282.470   -   105205.808  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 7/2  | 3d6.(5D).5d           | 6G     | 5/2  |   8 - 6   |    |                |     L18349c145  |
         773.91636  |               60 | 3.5e+06    | C+   |   89625.951   -   102543.689  | 3d5.(4P).4s.4p.(3P*)  | 6P*   | 3/2  | 3d6.(5D).6s           | 6D     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         774.04881  |               27 | 6.9e+06    | C+   |   92314.764   -   105230.291  | 3d6.(5D).5p           | 4P*   | 1/2  | 3d6.(5D).5d           | 4D     | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         774.16078  |               23 | 7.2e+06    | C+   |   91843.485   -   104757.143  | 3d6.(5D).5p           | w 6P* | 3/2  | 3d6.(5D).5d           | 6D     | 1/2  |   4 - 2   |    |       T6892c83 |     L18349c139  |
         774.2229   |                7 | 7.e+04     | D    |   91915.570   -   104828.163  | 3d5.(4D).4s.4p.(3P*)  | 6F*   | 3/2  | 3d6.(5D).5d           | 6D     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c145  |
         774.28948  |    310bl(Fe II)* | 1.42e+07   | B+   |   89119.452   -   102030.965  | 3d6.(5D).5p           | 6D*   | 5/2  | 3d6.(5D).6s           | 6D     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c148  |
         774.28948  |    310bl(Fe II)* | 1.1e+05    | D+   |   92154.154   -   105065.627  | 3d5.(4D).4s.4p.(3P*)  | 6F*   | 7/2  | 3d6.(5D).5d           | 6G     | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c148  |
         774.5865   |              2.8 | 2.4e+05    | D    |   91850.584   -   104757.143  | 3d5.(4D).4s.4p.(3P*)  | 6F*   | 1/2  | 3d6.(5D).5d           | 6D     | 1/2  |   2 - 2   |    |       T6892c83 |     L18349c139  |
         774.5928   |              2.4 | 4.4e+05    | D+   |   91575.149   -   104481.606  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(3H).4d           | 2F     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         774.7288   |                5 |            |      |   67273.833   -    80178.005  | 3d6.(3F2).4p          | y 2D* | 3/2  | 3d6.(5D).5s           | e 4D   | 3/2  |   4 - 4   |    |                |     L18349c139  |
         774.83597  |    240bl(Fe II)* | 4.0e+06    | C+   |   90780.623   -   103683.078  | 3d6.(5D).5p           | 4F*   | 7/2  | 3d6.(5D).5d           | 4F     | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c148  |
         774.83597  |    240bl(Fe II)* | 1.12e+07   | B+   |   89128.569   -   102030.965  | 3d5.(4P).4s.4p.(3P*)  | 6P*   | 7/2  | 3d6.(5D).6s           | 6D     | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c148  |
         774.84706  |              120 | 1.11e+07   | B+   |   92225.549   -   105127.773  | 3d6.(5D).5p           | 4P*   | 3/2  | 3d6.(5D).5d           | 4D     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         775.24673  |               17 | 9.e+05     | D+   |   91843.485   -   104739.057  | 3d6.(5D).5p           | w 6P* | 3/2  | 3d6.(3F2).4d          | 4P     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         775.2902   |              2.5 |            |      |  109271.932   -   122166.779  | 3d5.(2I).4s.4p.(3P*)  | 2I*   | 11/2 | 3d6.(3H).6s           | 4H     | 9/2  |  12 - 10  |    |                |     L18349c139  |
         775.55710  |               40 | 4.8e+06    | C+   |   79439.496   -    92329.905  | 3d6.(5D).5s           | e 4D  | 7/2  | 3d5.(4G).4s.4p.(3P*)  | v 4F*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         775.60069  |              130 | 6.7e+06    | C+   |   89444.455   -   102334.140  | 3d5.(4P).4s.4p.(3P*)  | 6P*   | 5/2  | 3d6.(5D).6s           | 6D     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         776.6289   |                4 | 3.0e+05    | D+   |   92282.470   -   105155.093  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 7/2  | 3d6.(3F2).4d          | 4G     | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         776.6867   |              3.4 | 2.3e+05    | D+   |   92358.625   -   105230.291  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 3/2  | 3d6.(5D).5d           | 4D     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         777.34782  |               50 | 9.7e+06    | C+   |   92225.549   -   105086.265  | 3d6.(5D).5p           | 4P*   | 3/2  | 3d6.(3F2).4d          | 4P     | 1/2  |   4 - 2   |    |       T6892c83 |     L18349c139  |
         777.7441   |                4 |            |      |   95858.270   -   108712.415  | 3d5.(4P).4s.4p.(3P*)  | 4D*   | 3/2  | 3d6.(3D).5s           | 4D     | 5/2  |   4 - 6   |    |                |     L18349c148  |
         777.91663  |                6 | 1.5e+05    | D+   |   91575.149   -   104426.460  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(5D).5d           | 6F     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         778.03672  |              150 | 7.3e+06    | C+   |   78725.822   -    91575.149  | 3d6.(5D).5s           | e 6D  | 3/2  | 3d6.(5D).5p           | w 6P*  | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         778.1682   |                8 | 7.e+04     | D    |   92358.625   -   105205.808  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 3/2  | 3d6.(5D).5d           | 6G     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c148  |
         778.29986  |              400 | 1.28e+07   | B+   |   88853.535   -   101698.519  | 3d6.(5D).5p           | 6D*   | 7/2  | 3d6.(5D).6s           | 6D     | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         778.50669  |               26 | 4.0e+05    | D+   |   91915.570   -   104757.143  | 3d5.(4D).4s.4p.(3P*)  | 6F*   | 3/2  | 3d6.(5D).5d           | 6D     | 1/2  |   4 - 2   |    |       T6892c83 |     L18349c139  |
         778.92783  |               50 | 4.2e+06    | C+   |   79439.496   -    92274.123  | 3d6.(5D).5s           | e 4D  | 7/2  | 3d6.(3P1).4p          | 4P*    | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         778.9781   |              3.3 | 1.4e+06    | D+   |   91208.892   -   104042.692  | 3d6.(5D).5p           | 4F*   | 3/2  | 3d6.(3H).4d           | 4G     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         779.03426  |    220bl(Fe II)* | 9.1e+06    | B+   |   91167.936   -   104000.810  | 3d6.(5D).5p           | w 6P* | 7/2  | 3d6.(5D).5d           | 6P     | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c148  |
         779.03426  |    220bl(Fe II)* |            |      |   78237.709   -    91070.566  | 3d6.(5D).5s           | e 6D  | 7/2  | 3d6.(5D).5p           | 4F*    | 5/2  |   8 - 6   |    |                |     L18349c148  |
         780.11905  |               21 | 1.4e+06    | D+   |   91208.892   -   104023.921  | 3d6.(5D).5p           | 4F*   | 3/2  | 3d6.(5D).5d           | 4F     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         780.12495  |              120 | 3.7e+04    | D    |   47626.110   -    60441.042  | 3d6.(5D).4p           | z 4P* | 1/2  | 3d5.4s2               | c 4D   | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         780.4602   |              1.8 | 1.4e+05    | D+   |   92018.727   -   104828.163  | 3d5.(4D).4s.4p.(3P*)  | 6F*   | 5/2  | 3d6.(5D).5d           | 6D     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         780.68187  |               50 | 2.00e+06   | C+   |   91575.149   -   104380.941  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(5D).5d           | 6F     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         780.8985   |               12 |            |      |   50142.811   -    62945.045  | 3d6.(3F1).4s          | c 4F  | 5/2  | 3d6.(3F2).4p          | x 4D*  | 7/2  |   6 - 8   |    |                |     L18349c139  |
         781.5539   |              2.1 | 7.e+04     | D    |   92274.123   -   105065.627  | 3d6.(3P1).4p          | 4P*   | 5/2  | 3d6.(5D).5d           | 6G     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         781.83254  |               22 | 1.3e+06    | D+   |   91843.485   -   104630.429  | 3d6.(5D).5p           | w 6P* | 3/2  | 3d6.(5D).5d           | 6F     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         782.0532   |                2 | 3.5e+04    | D    |   97507.414   -   110290.739  | 3d6.(3P2).5s          | 4P    | 5/2  | 3d6.(3F1).5p          | 4D*    | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         782.09418  |              120 | 5.4e+06    | B+   |   91167.936   -   103950.602  | 3d6.(5D).5p           | w 6P* | 7/2  | 3d6.(5D).5d           | 6F     | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         782.2674   |              1.7 | 1.1e+05    | D    |   91850.584   -   104630.429  | 3d5.(4D).4s.4p.(3P*)  | 6F*   | 1/2  | 3d6.(5D).5d           | 6F     | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         782.32296  |               10 |            |      |  109794.406   -   122573.335  | 3d5.(2G2).4s.4p.(3P*) | 4H*   | 11/2 | 3d6.(3H).6s           | 2H     | 9/2  |  12 - 10  |    |                |     L18349c139  |
         782.3309   |              2.8 | 6.e+04     | D    |   90386.533   -   103165.320  | 3d6.(5D).5p           | 6F*   | 9/2  | 3d6.(3P2).4d          | 4F     | 9/2  |  10 - 10  |    |       T6892c83 |     L18349c139  |
         782.4462   |              2.4 |            |      |   92453.365   -   105230.291  | 3d6.(3F1).4p          | 4D*   | 1/2  | 3d6.(5D).5d           | 4D     | 3/2  |   2 - 4   |    |                |     L18349c139  |
         782.9224   |                4 | 7.5e+05    | D+   |   92358.625   -   105127.773  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 3/2  | 3d6.(5D).5d           | 4D     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         782.97260  |              160 | 8.e+04     | D+   |   60625.446   -    73393.771  | 3d6.(3H).4p           | z 4G* | 11/2 | 3d5.4s2               | 4F     | 9/2  |  12 - 10  |    |       T6892c83 |     L18349c139  |
         783.0259   |              1.4 |            |      |   90397.873   -   103165.320  | 3d6.(5D).5p           | 4D*   | 7/2  | 3d6.(3P2).4d          | 4F     | 9/2  |   8 - 10  |    |                |     L18349c139  |
         783.2000   |              1.7 |            |      |   99068.465   -   111833.063  | 3d6.(3P2).5s          | 2P    | 3/2  | 3d6.(3F2).5p          | 2F*    | 5/2  |   4 - 6   |    |                |     L18349c139  |
         783.5617   |                5 |            |      |   86929.664   -    99688.355  | 3d6.(3P1).4p          | v 4D* | 7/2  | 3d6.(3F2).5s          | f 4F   | 7/2  |   8 - 8   |    |                |     L18349c145  |
         783.59048  |               90 |            |      |   47626.110   -    60384.368  | 3d6.(5D).4p           | z 4P* | 1/2  | 3d5.4s2               | c 4D   | 1/2  |   2 - 2   |    |                |     L18349c139  |
         784.2881   |              2.7 | 1.1e+05    | D+   |   92116.529   -   104863.432  | 3d5.(4G).4s.4p.(3P*)  | x 4H* | 9/2  | 3d6.(5D).5d           | 4G     | 11/2 |  10 - 12  |    |       T6892c83 |     L18349c139  |
         784.39057  |               40 | 8.e+05     | D    |   91843.485   -   104588.729  | 3d6.(5D).5p           | w 6P* | 3/2  | 3d6.(5D).5d           | 6D     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         784.46804  |               24 | 2.6e+06    | C+   |   91070.566   -   103814.552  | 3d6.(5D).5p           | 4F*   | 5/2  | 3d6.(5D).5d           | 4F     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         784.976    |              1.4 | 3.5e+04    | D    |   92329.905   -   105065.627  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 5/2  | 3d6.(5D).5d           | 6G     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         785.1940   |               14 | 2.4e+04    | D    |   50212.836   -    62945.045  | 3d6.(3P1).4s          | c 4P  | 5/2  | 3d6.(3F2).4p          | x 4D*  | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         785.3637   |      1.7bl(Fe I) |            |      |   91843.485   -   104572.924  | 3d6.(5D).5p           | w 6P* | 3/2  | 3d6.(3P2).4d          | 4F     | 3/2  |   4 - 4   |    |                |     L18349c148  |
         785.4761   |    2.4bl(Fe II)* | 1.6e+06    | D+   |   92358.625   -   105086.265  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 3/2  | 3d6.(3F2).4d          | 4P     | 1/2  |   4 - 2   |    |       T6892c83 |     L18349c148  |
         785.4761   |    2.4bl(Fe II)* |            |      |   47674.728   -    60402.333  | 3d7                   | d 2D1 | 3/2  | 3d6.(3P2).4p          | y 4P*  | 5/2  |   4 - 6   |    |                |     L18349c148  |
         785.5748   |              2.5 |            |      |  109571.639   -   122297.664  | 3d5.(2G2).4s.4p.(3P*) | 4H*   | 7/2  | 3d6.(3H).6s           | 4H     | 7/2  |   8 - 8   |    |                |     L18349c139  |
         785.6487   |               12 |            |      |   54275.649   -    67000.530  | 3d5.4s2               | b 4G  | 5/2  | 3d6.(3F2).4p          | y 2D*  | 5/2  |   6 - 6   |    |                |     L18349c139  |
         785.7405   |              2.8 |            |      |  109849.987   -   122573.335  | 3d5.(2H).4s.4p.(3P*)  | 4G*   | 9/2  | 3d6.(3H).6s           | 2H     | 9/2  |  10 - 10  |    |                |     L18349c139  |
         785.9168   |               13 | 2.9e+05    | D+   |   71964.750   -    84685.245  | 3d6.(3D).4p           | w 4P* | 5/2  | 3d6.(5D).4d           | f 4D   | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         785.9268   |              3.4 | 6.e+04     | D    |   92018.727   -   104739.057  | 3d5.(4D).4s.4p.(3P*)  | 6F*   | 5/2  | 3d6.(3F2).4d          | 4P     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         786.29491  |         40bl(Ne) | 5.4e+05    | D+   |   92154.154   -   104868.522  | 3d5.(4D).4s.4p.(3P*)  | 6F*   | 7/2  | 3d6.(5D).5d           | 6G     | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c148  |
         786.65559  |               90 |            |      |   44784.7859  -    57493.333  | 3d6.(5D).4p           | z 4D* | 5/2  | 3d5.4s2               | d 4P   | 3/2  |   6 - 4   |    |                |     L18349c139  |
         786.8763   |              2.7 | 6.e+04     | D    |   90397.873   -   103102.849  | 3d6.(5D).5p           | 4D*   | 7/2  | 3d6.(3P2).4d          | 4D     | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         787.4155   |                1 | 2.9e+04    | D    |   90901.130   -   103597.409  | 3d6.(5D).5p           | 4P*   | 5/2  | 3d6.(3P2).4d          | 2F     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         787.4746   |              3.4 |            |      |  109619.704   -   122315.037  | 3d6.(3H).5p           | 4I*   | 13/2 | 3d6.(3H).6s           | 2H     | 11/2 |  14 - 12  |    |                |     L18349c139  |
